,date_published,headline,publisher,description,category,keywords
278,2023-01-10T10:17:29Z,"From feminist pioneers to putting pros, the historic journey of the world’s oldest ladies golf club",CNN,"At the iconic St. Andrews course in Scotland, the world’s oldest ladies golf club has a reputation for putting precision.",sport,"destinations and attractions, golf, golf courses, iab-golf, iab-sports, points of interest, sports and recreation, st. andrews"
279,2023-01-10T09:32:20Z,Melbourne Victory hit with record sanctions after ugly pitch invasion,CNN,"Melbourne Victory FC has been fined $310,000 (AUS$ 450,000) and hit with a number of sanctions by Football Australia (FA) after the ugly scenes that forced its derby match against Melbourne City to be abandoned in December.",sport,"australia, continents and regions, domestic alerts, domestic-international news, embargoes and sanctions, iab-politics, international relations, international relations and national security, melbourne, oceania"
280,2023-01-10T09:18:40Z,‘History might repeat itself’: Chinese ambassador warns Australia to be wary of Japan,CNN,"China’s ambassador to Australia says Canberra should be wary of its relationship with Japan, reminding them that Japanese troops attacked Australia during World War II and could do the same again.",world,"asia, australia, beijing, brand safety-nsf sensitive, brand safety-nsf war and military, canberra, china, conflicts and wars, continents and regions, domestic alerts, domestic-international news, east asia, government and public administration, government bodies and offices, government departments and authorities, iab-politics, iab-war and conflicts, international relations, international relations and national security, japan, oceania, state departments and diplomatic services, unrest, conflicts and war, world war ii"
281,2023-01-10T06:53:56Z,"Former US fighter pilot arrested in Australia over China training allegations ‘singled out,’ lawyer says",CNN,"The lawyer for former US Marine Corps pilot Daniel Duggan said he was “singled out” for extradition to the United States to face charges of training Chinese military fliers, even though other Australians provided military services to foreign states.",world,"accidents, disasters and safety, air transportation, air transportation safety, air travel incidents, arrests, asia, australia, business and industry sectors, business, economy and trade, china, continents and regions, crime, law enforcement and corrections, criminal law, east asia, extradition, government organizations - us, international law, international relations and national security, law and legal system, law enforcement, north america, oceania, safety issues and practices, the americas, transportation and warehousing, travel and tourism, travel safety and security, united states, us department of defense, us federal departments and agencies, us marine corps"
282,2023-01-09T06:12:19Z,Bills safety Damar Hamlin tweets his thanks after he moves from Cincinnati to Buffalo hospital 7 days after collapse,CNN,"Damar Hamlin was released from the Cincinnati hospital on Monday, a week after the Buffalo Bills safety’s heart stopped and he had to be resuscitated on the field during an NFL game, Dr. William A. Knight said Monday. Hamlin is in a hospital in Buffalo, the doctor from the UC Medical Center in Cincinnati said.",sport,"brand safety-nsf health issues, brand safety-nsf sensitive, buffalo, business and industry sectors, business, economy and trade, cardiovascular disease, cincinnati, continents and regions, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, domestic-us news, football (american), health and medical, health care, health care facilities, health care professionals, heart disease, hospitals, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, international alerts, international-health and science, international-us news, medical staff, midwestern united states, new york (state), nfl, north america, northeastern united states, ohio, sports and recreation, sports figures, sports organizations and teams, the americas, united states"
283,2023-01-09T11:00:07Z,Josh Allen describes kickoff return touchdown in first play since Damar Hamlin’s cardiac arrest as ‘spiritual’,CNN,Josh Allen could barely hold back his emotions as he described Nyheim Hines’ kick return touchdown in the Buffalo Bills’ first play since teammate Damar Hamlin suffered a cardiac arrest.,sport,"brand safety-nsf health issues, brand safety-nsf sensitive, cardiovascular disease, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, heart disease, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, international alerts, international-health and science, nfl, sports and recreation, sports figures, sports organizations and teams"
284,2023-01-09T19:14:16Z,Ukrainians mark somber Orthodox Christmas in Bakhmut as shelling goes on,CNN,The shelter was jammed with people on the eve of Orthodox Christmas. Some were trying to warm up around the wood stove after traveling in the freezing drizzle. Others lined up for a cup of hot coffee and biscuits. Under the Christmas tree lay a tangle of wires charging mobile phones.,world,"brand safety-nsf sensitive, brand safety-nsf war and military, christmas, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, holidays and observances, ukraine, unrest, conflicts and war"
285,2023-01-09T15:33:41Z,Football superstar Gareth Bale retires after trophy-laden career,CNN,Five-time Champions League winner and Welsh football icon Gareth Bale has retired at the age of 33.,sport,"2022 fifa world cup, fifa, fifa world cup, football (soccer), gareth bale, iab-soccer, iab-sports, soccer events, sports and recreation, sports events, sports figures, sports organizations and teams"
286,2023-01-09T14:20:29Z,Iraqis celebrate their comeback with soccer tournament after decades of isolation,CNN,"Iraq is holding its first international soccer tournament in more than four decades, hosting its Gulf Arab neighbors for a two-week competition as it emerges from its worst and longest political deadlock in years.",sport,"brand safety-nsf crime, brand safety-nsf other, brand safety-nsf sensitive, brand safety-nsf war and military, civil disobedience, continents and regions, crime, law enforcement and corrections, criminal offenses, domestic alerts, domestic-international news, europe, football (soccer), government and public administration, iab-crime, iab-politics, iab-soccer, iab-sports, iab-war and conflicts, iran, iraq, israel, kuwait, middle east, middle east and north africa, northern europe, politics, property crimes, protests and demonstrations, society, sports and recreation, sweden, turkey, unrest, conflicts and war, vandalism"
287,2023-01-09T12:18:59Z,Jon Rahm produces stunning comeback to win Tournament of Champions in Hawaii,CNN,Spanish golfer Jon Rahm won his third PGA Tour title in six starts with a stunning comeback to overturn a seven-shot deficit at the Tournament of Champions in Hawaii.,sport,"collin morikawa, continents and regions, hawaii, north america, sports figures, the americas, united states"
288,2023-01-09T11:31:25Z,Rising MMA star Victoria Lee dies at 18,CNN,"Victoria Lee, one of the brightest new stars in mixed martial arts (MMA), has died at the age of 18, her sister confirmed.",sport,"brand safety-nsf death, brand safety-nsf sensitive, death and dying, deaths and fatalities, iab-bereavement, iab-family and relationships, iab-sports, mixed martial arts, society, sports and recreation"
289,2023-01-09T11:30:32Z,JJ Watt receives emotional standing ovation after final NFL game following end of stellar career,CNN,JJ Watt struggled to hold back his tears as he received a standing ovation while he left the NFL field for the final time after his likely Hall of Fame career came to an end on Sunday.,sport,"accidents, disasters and safety, brand safety-nsf accidents and disasters, brand safety-nsf sensitive, domestic alerts, domestic-health and science, football (american), hurricanes, iab-american football, iab-disasters, iab-science, iab-sports, iab-weather, international alerts, international-health and science, jj watt, natural disasters, nfl, severe weather, sports and recreation, sports figures, sports organizations and teams, tropical storms, weather"
290,2023-01-09T04:29:03Z,Chicago White Sox pitcher Liam Hendriks says he’s been diagnosed with non-Hodgkin’s Lymphoma,CNN,Chicago White Sox pitcher Liam Hendriks says he has been diagnosed with non-Hodgkin’s Lymphoma.,sport,
291,2023-01-09T09:57:11Z,Houston Texans fire head coach Lovie Smith after one season,CNN,"The Houston Texans have fired head coach Lovie Smith after just one season in charge, the team announced on Sunday.",sport,"afc south, american football conference, coaches and trainers, football (american), houston texans, iab-american football, iab-sports, nfl, sports and recreation, sports organizations and teams"
292,2023-01-09T06:23:22Z,NFL playoffs set following Green Bay Packers loss to the Detroit Lions,CNN,These are the teams headed to the NFL playoffs.,sport,"detroit lions, football (american), green bay packers, iab-american football, iab-sports, national football conference, nfc north, nfl, sports and recreation, sports organizations and teams"
293,2023-01-09T02:56:17Z,Kyiv dismisses Russia’s claim hundreds of Ukrainian soldiers killed in Kramatorsk attack,CNN,"Ukrainian officials on Sunday dismissed Moscow’s claim that a large number of Kyiv’s soldiers were killed in a Russian attack last week in Kramatorsk, eastern Ukraine.",world,
294,2023-01-09T05:04:28Z,"As a former Buffalo Bills player, here’s what it was like to report on Damar Hamlin’s injury",CNN,A flood of memories came rushing in as I flew to Buffalo a week ago to cover the story of Damar Hamlin – the Buffalo Bills safety who suffered cardiac arrest during a game Monday night.,sport,"afc east, american football conference, brand safety-nsf health issues, brand safety-nsf sensitive, buffalo, buffalo bills, cardiovascular disease, continents and regions, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, domestic-us news, football (american), health and medical, heart disease, iab-american football, iab-diseases and conditions, iab-heart and cardiovascular diseases, iab-medical health, iab-sports, international alerts, international-health and science, international-us news, new york (state), nfl, north america, northeastern united states, sports and recreation, sports figures, sports organizations and teams, the americas, united states"
295,2023-01-08T10:44:22Z,Damar Hamlin posts photo from hospital bed and live-tweets Buffalo Bills game a week after his collapse,CNN,Buffalo Bills safety Damar Hamlin posted a photo of himself on social media Sunday that shows him sitting up in his hospital bed and rooting on his teammates less than a week after his cardiac arrest and on-field collapse.,sport,"afc east, american football conference, apologies, brand safety-nsf health issues, brand safety-nsf sensitive, buffalo bills, business and industry sectors, business, economy and trade, cardiovascular disease, coaches and trainers, companies, damar hamlin, diseases and disorders, domestic alerts, domestic-business, domestic-health and science, football (american), health and medical, health care, health care facilities, heart disease, hospitals, iab-american football, iab-business and finance, iab-computing, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-internet, iab-medical health, iab-social networking, iab-sports, iab-technology & computing, international alerts, international-business, international-health and science, internet and www, nfl, social media, sports and recreation, sports figures, sports organizations and teams, technology, twitter"
296,2023-01-08T18:51:03Z,Former PSG footballer and Olympic champion Modeste M’Bami dies aged 40 after a heart attack,CNN,"Former Paris-Saint-Germain and Cameroon midfielder Modeste M’Bami has died aged 40 after suffering a heart attack, PSG said in a statement on Saturday.",sport,"africa, athletes, brand safety-nsf health issues, brand safety-nsf sensitive, cameroon, cardiovascular disease, central africa, continents and regions, diseases and disorders, domestic alerts, domestic-health and science, europe, football (soccer), france, health and medical, heart disease, iab-diseases and conditions, iab-heart and cardiovascular diseases, iab-medical health, iab-olympic sports, iab-soccer, iab-sports, international alerts, international-health and science, ligue 1, olympics, paris saint-germain fc, sports and recreation, sports events, sports organizations and teams, western europe"
297,2023-01-08T16:15:50Z,"In an epic final, Novak Djokovic wins first title in Australia since his deportation last year",CNN,"Twelve months after he was deported from the country, Novak Djokovic is back in Australia, winning titles and preparing for the Australian Open.",sport,"australia, continents and regions, deportation, domestic alerts, domestic-international news, iab-politics, iab-sports, iab-tennis, immigration, citizenship and displacement, international relations and national security, novak djokovic, oceania, professional tennis, sports and recreation, sports figures, tennis"
298,2023-01-08T04:04:12Z,Germany detains Iranian national suspected of planning a terror attack,CNN,"German police have detained an Iranian national on suspicion of planning a terror attack, authorities in the country said Sunday.",world,"brand safety-nsf sensitive, brand safety-nsf terrorism, brand safety-nsf war and military, continents and regions, domestic alerts, domestic-international news, europe, germany, iab-politics, iab-war and conflicts, international relations and national security, iran, middle east, middle east and north africa, national security, terrorism, terrorism and counter-terrorism, terrorist attacks, unrest, conflicts and war, western europe"
299,2023-01-08T15:22:18Z,Georgia Bulldogs vs. TCU Horned Frogs: A ‘David vs. Goliath’ National Championship game after football’s dark week,CNN,The college football season arrives at its climax on Monday as the heralded Georgia Bulldogs attempt to defend their title against the Horned Frogs of Texas Christian University (TCU).,sport,"animals, college athletics, football (american), iab-american football, iab-college education, iab-education, iab-sports, iab-undergraduate education, life forms, ncaa, ncaa college football, reptiles and amphibians, sports and recreation, sports organizations and teams, texas christian university, universities and colleges"
300,2023-01-08T13:50:10Z,Lack of snow forces postponement of the 2023 FIS Para World Snowboard Championships,CNN,The 2023 FIS Para World Snowboard Championships have been postponed because of a lack of snow.,sport,"iab-attractions, iab-extreme sports, iab-outdoor attractions, iab-skiing, iab-snowboarding, iab-sports, international ski federation, snow skiing, snowboarding, sports and recreation, sports organizations and teams"
301,2023-01-08T12:47:00Z,NFL pays tribute to Damar Hamlin as Jacksonville Jaguars clinch playoff spots,CNN,"In the first games since Damar Hamlin’s on-field cardiac arrest on Monday, the NFL honored the Bills safety as he posted on Instagram for the first time, thanking everyone for the “love” he’s received.",sport,
302,2023-01-08T12:58:42Z,Mikaela Shiffrin equals Lindsey Vonn’s all-time record of World Cup wins,CNN,"American skiing star Mikaela Shiffrin has equaled Lindsey Vonn’s record of 82 World Cup wins with victory in the giant slalom at Kranjska Gora, Slovenia, on Sunday.",sport,"2022 fifa world cup, fifa, fifa world cup, football (soccer), iab-olympic sports, iab-soccer, iab-sports, lindsey vonn, mikaela shiffrin, olympics, soccer events, sports and recreation, sports events, sports figures, sports organizations and teams"
303,2023-01-08T12:10:55Z,The United States celebrates winning inaugural United Cup,CNN,"The United States celebrated winning the inaugural United Cup Sunday with a comprehensive victory over Italy in the final in Sydney, Australia.",sport,"continents and regions, north america, the americas, united states"
304,2023-01-08T07:10:38Z,Former champion Naomi Osaka withdraws from Australian Open,CNN,"Two-time champion Naomi Osaka has pulled out of the Australian Open, tournament organizers announced on Sunday, without elaborating on the reason.",sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, naomi osaka, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
305,2023-01-08T05:00:52Z,‘We’re the one connection’: The postal workers risking their lives to get pensions to Ukraine’s elderly,CNN,"Blasts echo through the battered streets of Siversk, in eastern Ukraine’s Donetsk region, as elderly residents venture out to collect vital pension payments brought by a mobile unit of Ukrposhta, the Ukrainian Postal Service.",world,"banking, finance and investments, business and industry sectors, business, economy and trade, compensation and benefits, continents and regions, domestic alerts, domestic-business, domestic-international news, eastern europe, employment and income status, europe, freight transportation, government organizations - us, iab-business, iab-business and finance, iab-business banking & finance, iab-industries, iab-logistics and transportation industry, iab-personal finance, iab-retirement planning, international alerts, international-business, labor and employment, pension and retirement plans, pensions, personal finance, postal services, retirement and retirees, savings (financial), social and economic status, society, transportation and warehousing, ukraine, us federal departments and agencies, us government independent agencies, us postal service, workers and professionals"
306,2023-01-07T06:29:55Z,"‘Keep praying for me’: Damar Hamlin, breathing on his own, posts on Instagram for the first time since collapse",CNN,"Just days after his stunning on-field cardiac arrest, Buffalo Bills safety Damar Hamlin said on Instagram he was thankful for the love he’s received and asked for continued prayers for a “long road” ahead.",sport,"coaches and trainers, companies, damar hamlin, domestic alerts, domestic-business, facebook, football (american), iab-american football, iab-computing, iab-internet, iab-social networking, iab-sports, iab-technology & computing, instagram, international alerts, international-business, internet and www, meta platforms inc, nfl, social media, sports and recreation, sports figures, sports organizations and teams, technology"
307,2023-01-07T20:48:17Z,"Man charged with burglary after allegedly stealing keys, memorabilia from Milwaukee Brewers clubhouse",CNN,"A 25-year-old Milwaukee man has been charged with burglary after allegedly breaking into the Milwaukee Brewers’ clubhouse at American Family Field and removing items, including club memorabilia and keys to the baseball team’s Arizona spring training facility, according to court documents.",sport,
308,2023-01-07T18:07:59Z,Real Madrid fields no Spanish players in its starting lineup in a LaLiga match for the first time ever,CNN,"It is one of the most famous Spanish clubs in the world, if not the most famous.",sport,"athletes, football (soccer), iab-soccer, iab-sports, la liga, real madrid cf, sports and recreation, sports organizations and teams"
309,2023-01-07T00:30:19Z,5 Things: NFL’s final regular season games,CNN,Here are five things to watch as the NFL enters the final weekend of the regular season.,sport,"american football conference, arts and entertainment, domestic alerts, domestic-entertainment, football (american), iab-american football, iab-entertainment, iab-sports, iab-television, international alerts, international-entertainment, nfl, sports and recreation, sports organizations and teams, television programming"
310,2023-01-07T13:34:19Z,"David Beckham’s son, Romeo, joins Premier League B team",CNN,"Romeo Beckham, son of former England captain and soccer icon David Beckham, has joined Premier League Brentford’s B team for the rest of the season on a loan deal from MLS NEXT Pro club Inter Miami CF II.",sport,"david beckham, football (soccer), iab-soccer, iab-sports, premier league, sports and recreation, sports figures, sports organizations and teams"
311,2023-01-07T12:06:09Z,NFL Week 18 preview: Playoff spots on the line in final week of regular season,CNN,"The NFL family has waited on tenderhooks this past week on the health of Damar Hamlin as he continues to recover in hospital, but the show must go on as the final game week of the regular season still holds plenty of thrilling football.",sport,"animals, football (american), iab-american football, iab-sports, life forms, lions, mammals, nfl, sports and recreation, sports organizations and teams"
312,2023-01-07T13:22:27Z,Denver Nuggets game delayed again because of crooked rim,CNN,"Less than a week after a Denver Nuggets game was delayed because of a crooked rim, a Nuggets game was put on hold again because the same rim was bent.",sport,"basketball, denver nuggets, iab-basketball, iab-sports, nba, nba northwest division, nba western conference, sports and recreation, sports organizations and teams"
313,2023-01-07T11:38:39Z,Venus Williams forced to withdraw from Australian Open with injury,CNN,"Venus Williams has withdrawn from the Australian Open due to an injury she sustained at the ASB Classic in New Zealand, tournament organizers announced via Twitter on Saturday.",sport,"australian open, brand safety-nsf health issues, brand safety-nsf sensitive, diseases and disorders, domestic alerts, domestic-health and science, grand slam tournaments, health and medical, iab-diseases and conditions, iab-injuries, iab-medical health, iab-sports, iab-tennis, international alerts, international-health and science, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events, venus williams, wounds and injuries"
314,2023-01-07T11:02:33Z,"Western Australia in grip of ‘devastating’ flood emergency, PM says",CNN,Australian Prime Minister Anthony Albanese said on Saturday his government was ready to provide whatever support was needed to residents of Western Australia state as record-breaking floods isolated far-flung communities there.,world,"accidents, disasters and safety, australia, brand safety-nsf accidents and disasters, brand safety-nsf sensitive, continents and regions, domestic alerts, domestic-health and science, floods and flooding, iab-disasters, iab-science, iab-weather, international alerts, international-health and science, natural disasters, oceania, severe weather, weather"
315,2023-01-07T11:27:05Z,What we learned about the NFL in the aftermath of Damar Hamlin’s cardiac arrest,CNN,The NFL has experienced nothing quite like the last few days.,sport,"brand safety-nsf health issues, brand safety-nsf sensitive, cardiovascular disease, coaches and trainers, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, heart disease, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, international alerts, international-health and science, nfl, sports and recreation, sports figures, sports organizations and teams"
316,2023-01-07T08:11:59Z,A group best known for its disruptive climate protests is hitting pause just as others are ramping up. Here’s why,CNN,"Climate activist group Extinction Rebellion is best known for its attention-grabbing tactics. Activists have blocked roads and bridges, glued themselves to trains, smashed bank windows and sprayed fake blood over buildings.",world,"activism, brand safety-nsf other, brand safety-nsf sensitive, civil disobedience, protests and demonstrations, society"
317,2023-01-07T05:05:07Z,Putin avoids Russia blame game – for now – after Ukraine attack,CNN,"It was New Year’s Eve, one of the most cherished holidays in Russia. The recruits in President Vladimir Putin’s war against Ukraine – hundreds of them mobilized just months ago – were billeted in makeshift barracks, a vocational school in the occupied city of Makiivka, in the Donetsk region. Next door was a large ammunition depot.",world,"armed forces, blogs and message boards, brand safety-nsf death, brand safety-nsf sensitive, brand safety-nsf war and military, business and industry sectors, business, economy and trade, computer science and information technology, continents and regions, death and dying, deaths and fatalities, domestic alerts, domestic-business, domestic-international news, eastern europe, europe, iab-bereavement, iab-business and finance, iab-computing, iab-family and relationships, iab-industries, iab-internet, iab-software and applications, iab-technology & computing, iab-technology industry, international alerts, international-business, internet and www, internet software and applications, military, political figures - intl, russia, russia-ukraine conflict, society, software and applications, technology, ukraine, unrest, conflicts and war, vladimir putin"
318,2023-01-07T02:04:16Z,Los Angeles Dodgers officially cut ties with pitcher Trevor Bauer who served 194-game suspension for violating MLB policies,CNN,"The Los Angeles Dodgers have officially cut ties with pitcher Trevor Bauer, the team announced Friday.",sport,"baseball, baseball and softball, brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf sensitive, brand safety-nsf violence, child abuse, child sexual abuse, crime, law enforcement and corrections, crimes against persons, criminal offenses, domestic violence, iab-baseball, iab-crime, iab-law, iab-sports, los angeles dodgers, mlb, mlb national league, national league west division, sex crimes, sexual assault, sexual misconduct, societal issues, society, sports and recreation, sports organizations and teams, violence in society"
319,2023-01-07T01:39:30Z,Carlos Alcaraz will miss the Australian Open due to injury,CNN,"Men’s world No. 1 tennis player Carlos Alcaraz will miss this month’s Australian Open due to a leg injury, the 19-year-old Spaniard said on Friday.",sport,
320,2023-01-06T05:40:25Z,"Damar Hamlin’s breathing tube is out and he told team, ‘Love you boys,’ via video, Buffalo Bills say",CNN,"Buffalo Bills safety Damar Hamlin’s breathing tube was removed overnight and he’s spoken to his teammates via video, the Bills said Friday morning, four days after the 24-year-old’s in-game cardiac arrest stunned millions who watched the emergency play out live.",sport,"afc east, american football conference, brand safety-nsf health issues, brand safety-nsf sensitive, buffalo bills, cardiovascular disease, coaches and trainers, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, heart disease, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, international alerts, international-health and science, nfl, sports and recreation, sports figures, sports organizations and teams"
321,2023-01-06T20:20:35Z,NFL owners approve unique neutral site playoff arrangement following Bills-Bengals cancellation,CNN,"The NFL owners have approved an unprecedented postseason plan following the cancellation of Monday night’s Buffalo Bills-Cincinnati Bengals game, which would allow the title game for the American Football Conference to be held at a neutral site.",sport,"buffalo, cincinnati, continents and regions, domestic alerts, domestic-us news, football (american), iab-american football, iab-sports, international alerts, international-us news, kansas city, midwestern united states, missouri, new york (state), nfl, north america, northeastern united states, ohio, sports and recreation, sports organizations and teams, the americas, united states"
322,2023-01-06T17:24:52Z,2022 Australian Open champion Ashleigh Barty announces she’s pregnant,CNN,"Australia’s Ashleigh Barty, who retired from professional tennis last year after winning the Australian Open, has announced on Instagram she is pregnant.",sport,"ashleigh barty, australian open, domestic alerts, domestic-health and science, grand slam tournaments, health and health care (by demographic group), health and medical, iab-diseases and conditions, iab-healthy living, iab-medical health, iab-pregnancy, iab-reproductive health, iab-sports, iab-tennis, iab-women's health, international alerts, international-health and science, maternal and child health, medical fields and specialties, obstetrics and gynecology, pregnancy and childbirth, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events, women's health"
323,2023-01-06T17:27:01Z,"What is Orthodox Christmas, and why is it in the spotlight this year?",CNN,"For much of the Western world, Christmas is celebrated on December 25, according to the Gregorian calendar. Yet in a distinction that dates back centuries, Orthodox Christians follow the Julian calendar and mark the festival on January 7 instead.",world,"belief, religion and spirituality, brand safety-nsf religion, brand safety-nsf sensitive, brand safety-nsf war and military, buildings and structures, christianity, christmas, churches and cathedrals, continents and regions, domestic alerts, domestic-international news, eastern europe, eastern orthodox, europe, holidays and observances, iab-christianity, iab-politics, iab-religion & spirituality, international relations, international relations and national security, kyiv, moscow, points of interest, political figures - intl, religious buildings, religious groups, russia, russia-ukraine conflict, society, treaties and agreements, ukraine, unrest, conflicts and war, vladimir putin"
324,2023-01-06T06:04:20Z,"‘Mad Dog’ surfer dies riding giant waves in Nazaré, Portugal",CNN,"Veteran Brazilian surfer Marcio Freire died on Thursday while practising tow-in surfing on the giant waves in Nazaré on the central coast of Portugal, the local maritime authority said.",sport,"animals, continents and regions, dogs, europe, iab-dogs, iab-extreme sports, iab-pets, iab-sports, iab-surfing and bodyboarding, life forms, mammals, portugal, southern europe, sports and recreation, surfing, water sports"
325,2023-01-06T12:46:28Z,Prince Harry criticized by UK military figures – and Taliban – after claiming he killed 25 fighters in Afghanistan,CNN,Prince Harry has drawn criticism from some British security and military figures – and an angry rebuke from the Taliban – after claiming in his autobiography that he killed 25 of the insurgent group’s fighters while serving for the British Army in Afghanistan.,world,"afghanistan, armed forces, asia, brand safety-nsf sensitive, brand safety-nsf war and military, british royal family, celebrities, continents and regions, domestic alerts, domestic-entertainment, domestic-international news, europe, iab-war and conflicts, international alerts, international-entertainment, middle east, middle east and north africa, military, misc organizations, misc people, northern europe, prince harry, royalty and monarchy, society, south asia, taliban, united kingdom"
326,2023-01-06T10:42:37Z,"Gianluca Vialli, Italy football great, dies aged 58",CNN,Italy football great Gianluca Vialli has died aged 58 after what he described as his “journey” with an “unwelcome travel companion” – pancreatic cancer.,sport,
327,2023-01-06T11:52:08Z,"Buffalo Bills trainer Denny Kellington saved Damar Hamlin’s life on the field, head coach says",CNN,"Just seconds after Buffalo Bills player Damar Hamlin collapsed on the field from cardiac arrest on Monday, medical personnel swarmed onto the field in an immediate response that has been widely credited for the player’s steps toward recovery.",sport,"afc east, american football conference, brand safety-nsf health issues, brand safety-nsf sensitive, buffalo bills, cardiovascular disease, coaches and trainers, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, heart disease, iab-american football, iab-diseases and conditions, iab-heart and cardiovascular diseases, iab-medical health, iab-sports, international alerts, international-health and science, nfl, sports and recreation, sports figures, sports organizations and teams"
328,2023-01-06T11:51:55Z,Why Cristiano Ronaldo’s move to Saudi Arabia means so much for the Gulf monarchy’s sporting ambitions,CNN,Oil-rich Saudi Arabia’s success in luring the five-time Ballon d’Or winner on a two-year contract with the kingdom’s Al Nassr FC is the Gulf monarchy’s latest step in realizing its sporting ambitions – seemingly at any cost.,sport,"2022 fifa world cup, africa, banking, finance and investments, bashar al-assad, business and industry sectors, business, economy and trade, continents and regions, cristiano ronaldo, domestic alerts, domestic-business, domestic-international news, egypt, fifa, fifa world cup, financial markets and investing, football (soccer), forms of government, freedom of press, government and public administration, human rights, iab-business, iab-business and finance, iab-business banking & finance, iab-financial industry, iab-industries, iab-media industry, iab-politics, iab-publishing industry, iab-soccer, iab-sports, international alerts, international relations and national security, international-business, iran, journalism and news media, magazines, media industry, middle east, middle east and north africa, monarchy, northern africa, political figures - intl, politics, publishing industry, qatar, recep tayyip erdogan, saudi arabia, soccer events, sports and recreation, sports events, sports figures, sports organizations and teams, syria, syria conflict, turkey, united arab emirates, unrest, conflicts and war"
329,2023-01-06T09:38:20Z,Jessica Pegula upsets world No. 1 Iga Świątek in United Cup semifinals,CNN,"Jessica Pegula, the daughter of Buffalo Bills owner Terry Pegula, secured her first career victory over a world No. 1 on Friday, beating Poland’s Iga Świątek 6-2 6-2 in the opening match of the United Cup semifinal in Sydney.",sport,
330,2023-01-05T06:25:49Z,NFL says Bills-Bengals game will not be completed as doctors outline and supporters cheer Damar Hamlin’s improvement,CNN,"Buffalo Bills player Damar Hamlin is awake in a Cincinnati hospital, appears neurologically intact and is moving his hands and feet, doctors said Thursday, news that has drawn relief and joy from supporters nationwide days after the 24-year-old’s in-game cardiac arrest.",sport,"brand safety-nsf health issues, brand safety-nsf sensitive, cardiovascular disease, cincinnati, continents and regions, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, domestic-us news, football (american), health and medical, heart disease, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, international alerts, international-health and science, international-us news, midwestern united states, nfl, north america, ohio, press conferences, sports and recreation, sports figures, sports organizations and teams, the americas, united states"
331,2023-01-06T11:14:27Z,Record signing Jack Grealish admits move to Manchester City has been ‘so much more difficult’ than expected,CNN,Jack Grealish says moving to Manchester City has been “so much more difficult” than he anticipated after he had a hand in the team’s crucial 1-0 win against Chelsea.,sport,"football (soccer), iab-soccer, iab-sports, jack grealish, manchester city fc, pep guardiola, premier league, sports and recreation, sports figures, sports organizations and teams"
332,2023-01-05T17:09:09Z,Kyiv dismisses Putin’s call for 36-hour ceasefire in Ukraine as ‘hypocrisy’,CNN,"Russian President Vladimir Putin has ordered his defense minister to implement a temporary ceasefire in Ukraine for 36 hours this week to allow Orthodox Christians to attend Christmas services, according to a Kremlin statement Thursday. But the proposal was swiftly dismissed as “hypocrisy” by Ukrainian officials.",world,"armed forces, belief, religion and spirituality, brand safety-nsf other, brand safety-nsf religion, brand safety-nsf sensitive, brand safety-nsf terrorism, brand safety-nsf violence, brand safety-nsf war and military, christianity, christmas, civil disobedience, continents and regions, coups and attempted coups, domestic alerts, domestic terrorism, domestic-international news, domestic-us politics, eastern europe, eastern orthodox, europe, government and public administration, government organizations - us, holidays and observances, iab-christianity, iab-politics, iab-religion & spirituality, iab-war and conflicts, international alerts, international relations, international relations and national security, international-us politics, kyiv, military, moscow, national security, political figures - intl, politics, protests and demonstrations, religious groups, riots, russia, russia-ukraine conflict, societal issues, society, terrorism, terrorism and counter-terrorism, treaties and agreements, ukraine, unrest, conflicts and war, us capitol insurrection, us congress, violence in society, vladimir putin"
